SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-01101294,2/27/17,Front,,Open,FRONT AND REAR DOORS..,Vacant,FALSE,TRUE,7319,S,ARTESIAN,AVE,60629,1161309.849,1856051.491,18,8,66,41.76068258,-87.68435713,"(41.76068257848405, -87.68435712579942)"
Vacant/Abandoned Building,17-01116476,2/27/17,Garage,,Open,,Vacant,FALSE,TRUE,8028,S,EVANS,AVE,60619,1182619.257,1851935.391,6,6,44,41.74891987,-87.60638511,"(41.748919873611825, -87.60638510660759)"
Vacant/Abandoned Building,17-01112584,2/27/17,Rear,,Open,,Vacant,FALSE,TRUE,6738,S,ROCKWELL,ST,60629,1160201.54,1859876.571,17,8,66,41.77120203,-87.68831403,"(41.77120203168774, -87.68831402684053)"
Vacant/Abandoned Building,17-01114935,2/27/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,8000,S,INGLESIDE,AVE,60619,1183951.242,1852156.994,8,6,44,41.74949699,-87.60149736,"(41.749496990487295, -87.60149736274629)"
Vacant/Abandoned Building,17-01116278,2/27/17,Front,,Open,FRONT AND BACK,Vacant,FALSE,FALSE,1513,E,93RD,ST,60619,1187773.841,1843617.039,8,4,48,41.72597242,-87.5877611,"(41.7259724154044, -87.58776109645252)"
Vacant/Abandoned Building,17-01116705,2/27/17,Front,,Open,FRONT AND BACK AND WINDOWS,Vacant,FALSE,FALSE,1557,E,93RD,ST,60619,1188201.942,1843622.751,8,4,48,41.7259779,-87.58619277,"(41.72597790339664, -87.58619277406684)"
Vacant/Abandoned Building,17-01100665,2/27/17,Rear,,Open,,Vacant,FALSE,TRUE,9148,S,PHILLIPS,AVE,60617,1194092.679,1844783.566,7,4,48,41.72902096,-87.56457701,"(41.72902095690563, -87.56457700878373)"
Vacant/Abandoned Building,17-01101804,2/27/17,Front,,Open,,Vacant,FALSE,FALSE,5661,N,GLENWOOD,AVE,60660,1165956.23,1937809.91,48,20,77,41.98493701,-87.66499472,"(41.98493700710492, -87.6649947231629)"
Vacant/Abandoned Building,17-01104979,2/27/17,Front,,Boarded,,Vacant,FALSE,FALSE,625,N,SPRINGFIELD,AVE,60624,1150277.375,1903891.517,37,11,23,41.8921834,-87.7235476,"(41.89218340448131, -87.72354760244914)"
Vacant/Abandoned Building,17-01112587,2/27/17,Front,,Open,,Vacant,TRUE,FALSE,4059,W,CRYSTAL,ST,60651,1149091.688,1908028.319,37,25,23,41.90355826,-87.72779493,"(41.90355825801219, -87.72779493030374)"
Vacant/Abandoned Building,17-01125318,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,12023,S,YALE,AVE,60628,1176775.104,1825211.295,9,5,53,41.67571876,-87.62860162,"(41.67571876456087, -87.62860162251997)"
Vacant/Abandoned Building,17-01129560,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,5514,W,CORTLAND,ST,60639,1139432.18,1911909.943,37,25,25,41.91439151,-87.76318217,"(41.91439150867265, -87.76318216714274)"
Vacant/Abandoned Building,17-01132928,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,2200,W,JACKSON,BLVD,60612,1161781.936,1898664.545,27,12,28,41.87760802,-87.681442,"(41.877608016031125, -87.68144200248132)"
Vacant/Abandoned Building,17-01134213,2/28/17,Front,,Open,DOORS AND WINDOWS.. THERE ARE VAGRANTS LIVING INSIDE THE BUILDING..,Vacant,FALSE,TRUE,917,N,MENARD,AVE,60651,1137525.65,1905590.48,29,15,25,41.89708471,-87.77033895,"(41.897084705448414, -87.77033895186695)"
Vacant/Abandoned Building,17-01129515,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,4048,W,LEXINGTON,ST,60624,1149508.11,1896469.49,24,11,26,41.87183151,-87.72656553,"(41.8718315082729, -87.72656552845956)"
Vacant/Abandoned Building,17-01134086,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,6607,S,MINERVA,AVE,60637,1185019.626,1861430.278,5,3,42,41.77491876,-87.59729165,"(41.774918764301496, -87.5972916545126)"
Vacant/Abandoned Building,17-01128215,2/28/17,Rear,,Open,BACK DOOR,Vacant,FALSE,TRUE,8105,S,DAMEN,AVE,60620,1164436.378,1850905.71,17,6,71,41.74649652,-87.67304295,"(41.746496517452854, -87.67304295153501)"
Vacant/Abandoned Building,17-01136517,2/28/17,Front,,Boarded,,Vacant,FALSE,FALSE,9335,S,HARPER,AVE,60619,1188078.042,1843385.051,8,4,48,41.72532858,-87.58665417,"(41.725328579423476, -87.5866541744312)"
Vacant/Abandoned Building,17-01133246,2/28/17,Rear,,Open,SIDE WINDOWS,Vacant,FALSE,FALSE,7900,S,BISHOP,ST,60620,1168038.74,1852359.317,17,6,71,41.7504088,-87.65980132,"(41.75040880158987, -87.65980132245353)"
Vacant/Abandoned Building,17-01133312,2/28/17,Rear,,Open,,Vacant,FALSE,TRUE,1521,N,LAWLER,AVE,60651,1142428.305,1909643.509,37,25,25,41.90811698,-87.75223113,"(41.90811698225996, -87.75223112894002)"
Vacant/Abandoned Building,17-01138603,2/28/17,Front,,Boarded,REAR,Vacant,FALSE,TRUE,6235,S,BISHOP,ST,60636,1167734,1863396.2,16,7,67,41.780702,-87.66060171,"(41.78070199866093, -87.66060171387691)"
Vacant/Abandoned Building,17-01135928,2/28/17,Front,,Boarded,,Vacant,FALSE,FALSE,9325,S,HARPER,AVE,60619,1188076.342,1843452.151,8,4,48,41.72551275,-87.58665827,"(41.725512749431786, -87.58665826953741)"
Vacant/Abandoned Building,17-01122416,2/28/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,10235,S,CARPENTER,ST,60643,1171124.443,1836943.013,34,22,73,41.70803744,-87.64894307,"(41.70803743524009, -87.64894306651095)"
Vacant/Abandoned Building,17-01122228,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,2148,E,98TH,ST,60617,1192035.992,1840401.788,7,4,51,41.71704708,-87.57225292,"(41.71704708465635, -87.57225292355562)"
Vacant/Abandoned Building,17-01122244,2/28/17,Front,,Open,,Vacant,FALSE,FALSE,9801,S,CLYDE,AVE,60617,1192036.392,1840391.888,7,4,51,41.71701991,-87.57225178,"(41.71701990834948, -87.57225177908289)"
Vacant/Abandoned Building,17-01134825,2/28/17,Front,,Open,,Vacant,FALSE,TRUE,11842,S,PRAIRIE,AVE,60628,1180038.937,1826494.7,9,5,53,41.67916674,-87.61661629,"(41.67916674225755, -87.61661629172877)"
Vacant/Abandoned Building,17-01135412,2/28/17,,,,,,,,328,W,102ND,PL,60628,1175929.784,1836964.72,9,5,49,41.70799085,-87.63134507,"(41.70799085263794, -87.63134507419575)"
Vacant/Abandoned Building,17-01131162,2/28/17,Front,,Open,REAR ROOFTOP ENTRY VIA LIGHTPOLES,Vacant,FALSE,TRUE,1721,N,MILWAUKEE,AVE,60647,1161829.717,1911418.658,32,14,24,41.91260533,-87.68091046,"(41.91260533032349, -87.68091046207338)"
Vacant/Abandoned Building,17-01131337,2/28/17,Front,,Boarded,,Vacant,FALSE,FALSE,2333,N,WESTERN,AVE,60647,1159971.349,1915625.64,32,14,22,41.92418818,-87.68762127,"(41.92418818439218, -87.68762126692542)"
Vacant/Abandoned Building,17-01154777,3/1/17,Front,,Open,,Vacant,FALSE,FALSE,748,S,KILBOURN,AVE,60624,1146446.179,1896224.188,24,11,26,41.87121721,-87.73781348,"(41.871217214199184, -87.73781348327554)"
Vacant/Abandoned Building,17-01153166,3/1/17,Front,,Open,,Vacant,FALSE,FALSE,4718,S,SHIELDS,AVE,60609,1174750.3,1873666.583,3,9,37,41.80873147,-87.63457268,"(41.808731474269784, -87.63457267805926)"
Vacant/Abandoned Building,17-01154917,3/1/17,Front,,Open,,Vacant,TRUE,TRUE,5813,S,CARPENTER,ST,60621,1170308.462,1866200.627,16,7,68,41.78834202,-87.65108168,"(41.78834201653331, -87.65108168052103)"
Vacant/Abandoned Building,17-01157089,3/1/17,Front,,Open,,Vacant,FALSE,TRUE,6916,S,EGGLESTON,AVE,60621,1174473.69,1859068.601,6,7,68,41.76867923,-87.63602148,"(41.768679232228074, -87.63602147512728)"
Vacant/Abandoned Building,17-01154325,3/1/17,Front,,Open,REAR,Vacant,FALSE,FALSE,117,N,LONG,AVE,60644,1140318.181,1900401.336,28,15,25,41.88279431,-87.76020954,"(41.88279430914974, -87.76020953980739)"
Vacant/Abandoned Building,17-01147862,3/1/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7634,S,CREGIER,AVE,60649,1189527.915,1854712.389,8,4,43,41.75637724,-87.58098057,"(41.75637724325557, -87.58098057299237)"
Vacant/Abandoned Building,17-01152518,3/1/17,Rear,,Open,BACK DOOR OPEN,Vacant,FALSE,TRUE,2646,W,LITHUANIAN PLAZA,CT,60629,1159828.835,1858791.454,17,8,66,41.76823198,-87.68971,"(41.768231975380964, -87.68971000440185)"
Vacant/Abandoned Building,17-01150992,3/1/17,Front,,Open,NOT BOARDED,Vacant,FALSE,FALSE,11528,S,NORMAL,AVE,60628,1175033.47,1828454.89,34,5,53,41.68465861,-87.63488011,"(41.684658609389615, -87.63488011410284)"
Vacant/Abandoned Building,17-01150100,3/1/17,Front,,Boarded,,Vacant,TRUE,FALSE,2139,S,MILLARD,AVE,60623,1152364.057,1889658.315,24,10,29,41.85308499,-87.71625985,"(41.85308498556305, -87.7162598468192)"
Vacant/Abandoned Building,17-01150267,3/1/17,Rear,,Boarded,REAR DOOR IS OPENED,Vacant,FALSE,FALSE,8001,S,SAGINAW,AVE,60617,1195234.801,1852430.267,7,4,46,41.74997607,-87.56014155,"(41.74997607055683, -87.56014155434146)"
Vacant/Abandoned Building,17-01150201,3/1/17,Front,,Boarded,,Vacant,FALSE,FALSE,6308,N,CENTRAL,AVE,60646,1138962.734,1941731.866,39,16,12,41.99623423,-87.76417922,"(41.996234228249875, -87.76417922241183)"
Vacant/Abandoned Building,17-01148577,3/1/17,Front,,Open,,Vacant,TRUE,TRUE,630,S,KEELER,AVE,60624,1148486.889,1896919.301,24,11,26,41.87308559,-87.73030328,"(41.8730855907784, -87.73030327908867)"
Vacant/Abandoned Building,17-01149972,3/1/17,Front,,Boarded,,Vacant,FALSE,FALSE,732,N,SPRINGFIELD,AVE,60624,1150257.245,1904607.416,37,11,23,41.8941483,-87.72360285,"(41.89414829697024, -87.72360284726892)"
Vacant/Abandoned Building,17-01165884,3/1/17,Front,,Boarded,,Vacant,FALSE,FALSE,4051,W,POTOMAC,AVE,60651,1149136.878,1908352.507,37,25,23,41.90444699,-87.72762053,"(41.90444698788871, -87.72762052688593)"
Vacant/Abandoned Building,17-01174350,3/2/17,Front,,Open,,Vacant,FALSE,FALSE,6359,S,HERMITAGE,AVE,60636,1165762.078,1862516.569,15,7,67,41.77833028,-87.66785612,"(41.77833028493418, -87.66785611646597)"
Vacant/Abandoned Building,17-01175434,3/2/17,Front,,Open,,Vacant,FALSE,FALSE,5612,S,LAFAYETTE,AVE,60621,1176935.712,1867771.645,3,2,40,41.79250617,-87.62673484,"(41.79250616619642, -87.62673484336534)"
Vacant/Abandoned Building,17-01175445,3/2/17,Front,,Open,,Vacant,FALSE,FALSE,5624,S,LAFAYETTE,AVE,60621,1176937.712,1867694.745,3,2,40,41.7922951,-87.62672983,"(41.79229509989298, -87.62672982735648)"
Vacant/Abandoned Building,17-01179657,3/2/17,Front,,Open,FRONT AND GARAGE,Vacant,FALSE,TRUE,619,E,60TH,ST,60637,1181469.63,1865365.57,20,3,42,41.78580022,-87.61018397,"(41.785800216282325, -87.61018396863085)"
Vacant/Abandoned Building,17-01181002,3/2/17,Front,,Boarded,,Vacant,FALSE,FALSE,8738,S,WABASH,AVE,60619,1178238.12,1847072.7,9,6,44,41.73567652,-87.62258628,"(41.73567651669671, -87.62258628039501)"
Vacant/Abandoned Building,17-01180875,3/2/17,Front,,Open,"FRONT, SIDE, AND REAR",Vacant,FALSE,FALSE,7004,S,WINCHESTER,AVE,60636,1164565.222,1858219.593,17,7,67,41.76656414,-87.67236493,"(41.766564137795, -87.67236492885503)"
Vacant/Abandoned Building,17-01179020,3/2/17,Rear,,Open,,Vacant,FALSE,TRUE,6651,S,MICHIGAN,AVE,60637,1178083.582,1860932.237,20,3,69,41.77371217,-87.62273306,"(41.77371217488572, -87.62273305773536)"
Vacant/Abandoned Building,17-01173445,3/2/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,424,W,79TH,ST,60620,1174734.47,1852543.666,17,6,69,41.75076823,-87.63525967,"(41.75076822717693, -87.63525967258184)"
Vacant/Abandoned Building,17-01169226,3/2/17,Front,,Open,FRONT DOOR AND WINDOWS ARE BROKEN,Vacant,TRUE,FALSE,6535,S,JUSTINE,ST,60636,1167130.218,1861388.802,16,7,67,41.77520639,-87.66287267,"(41.77520638555063, -87.66287267149885)"
Vacant/Abandoned Building,17-01176353,3/2/17,Front,,Open,FRONT AND REAR,Vacant,FALSE,TRUE,264,W,105TH,PL,60628,1176351.154,1834977.068,34,5,49,41.70252702,-87.62986146,"(41.70252701655775, -87.62986146453339)"
Vacant/Abandoned Building,17-01179247,3/2/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,11819,S,PERRY,AVE,60628,1177703.895,1826585.336,34,5,53,41.67946845,-87.62516073,"(41.679468447102956, -87.62516072960176)"
Vacant/Abandoned Building,17-01169827,3/2/17,Front,,Open,,Vacant,FALSE,FALSE,10632,S,MAY,ST,60643,1170652.176,1834296.753,34,22,73,41.70078597,-87.65074934,"(41.700785974264775, -87.65074934122035)"
Vacant/Abandoned Building,17-01169848,3/2/17,Front,,Open,,Vacant,FALSE,FALSE,10637,S,MAY,ST,60643,1170653.176,1834263.353,34,22,73,41.7006943,-87.65074665,"(41.70069429768315, -87.6507466488774)"
Vacant/Abandoned Building,17-01177058,3/2/17,Front,,Open,FRONT DOOR,Vacant,TRUE,TRUE,319,N,AVERS,AVE,60624,1150577.9,1901579.806,37,11,26,41.88583396,-87.72250433,"(41.88583396119331, -87.72250433042379)"
Vacant/Abandoned Building,17-01178484,3/2/17,Front,,Boarded,,Vacant,FALSE,FALSE,7543,N,ROCKWELL,ST,60645,1157736.461,1950041.394,50,24,2,42.01867268,-87.69489077,"(42.01867267556003, -87.69489077408774)"
Vacant/Abandoned Building,17-01193939,3/3/17,Front,,Open,,Vacant,FALSE,FALSE,7002,S,WOLCOTT,AVE,60636,1164896.885,1858239.351,17,7,67,41.76661136,-87.6711487,"(41.76661135751687, -87.67114869590272)"
Vacant/Abandoned Building,17-01189494,3/3/17,Front,,Open,NONE,Vacant,FALSE,FALSE,2707,S,HILLOCK,AVE,60608,1168289.914,1886675.464,11,9,60,41.84457084,-87.65789282,"(41.84457084324208, -87.65789282205368)"
Vacant/Abandoned Building,17-01188224,3/3/17,Front,,Open,FRONT/REAR,Vacant,FALSE,TRUE,5155,S,TALMAN,AVE,60632,1159578.104,1870379.726,14,9,63,41.80003694,-87.6903114,"(41.80003694457869, -87.69031139965911)"
Vacant/Abandoned Building,17-01187056,3/3/17,Front,,Open,,Vacant,FALSE,TRUE,6500,S,PEORIA,ST,60621,1171424.129,1861739.054,6,7,68,41.77607458,-87.64712151,"(41.776074578128004, -87.64712151406613)"
Vacant/Abandoned Building,17-01191975,3/3/17,Front,,Open,,Vacant,TRUE,TRUE,7133,S,WABASH,AVE,60619,1177959.651,1857733.54,6,3,69,41.76493741,-87.62328416,"(41.76493741379578, -87.62328416212897)"
Vacant/Abandoned Building,17-01188962,3/3/17,Front,,Boarded,,Vacant,FALSE,FALSE,8033,S,CHAPPEL,AVE,60617,1191258.889,1852111.333,8,4,46,41.74919801,-87.57472106,"(41.749198009116164, -87.57472105960242)"
Vacant/Abandoned Building,17-01192637,3/3/17,Front,,Open,FRONT DOOR & SIDE OF GARAGE,Vacant,FALSE,FALSE,8828,S,EAST END,AVE,60617,1189093.691,1846786.279,8,4,48,41.73463766,-87.58282524,"(41.73463765949857, -87.58282524409742)"
Vacant/Abandoned Building,17-01190085,3/3/17,Front,,Open,FRONT DOOR,Vacant,FALSE,FALSE,8033,S,VINCENNES,AVE,60620,1174852.829,1851660.501,17,6,44,41.74834208,-87.63485222,"(41.74834207551537, -87.63485222314824)"
Vacant/Abandoned Building,17-01189854,3/3/17,Garage,,Open,GARAGE,Vacant,FALSE,FALSE,9155,S,GREEN,ST,60620,1172255.113,1844105.423,21,22,73,41.72766739,-87.64459267,"(41.7276673930026, -87.64459267216009)"
Vacant/Abandoned Building,17-01239686,3/5/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7318,S,ABERDEEN,ST,60621,1170249.129,1856280.96,17,7,68,41.76112254,-87.65158756,"(41.76112253500069, -87.65158756283623)"
Vacant/Abandoned Building,17-01228748,3/5/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,5533,S,JUSTINE,ST,60636,1166954.58,1867941.488,16,7,67,41.79319152,-87.66332936,"(41.79319152255078, -87.66332935806726)"
Vacant/Abandoned Building,17-01222860,3/5/17,Front,,Open,FRONT AND REAR DOORS WITH BROKEN WINDOWS,Vacant,TRUE,FALSE,4326,W,MONROE,ST,60624,1147562.413,1899310.625,28,11,26,41.87966544,-87.73363616,"(41.87966543595632, -87.73363616216311)"
Vacant/Abandoned Building,17-01234855,3/5/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,149,W,109TH,ST,60628,1177210.272,1832672.988,34,5,49,41.69618499,-87.62678483,"(41.69618498992237, -87.6267848288006)"
Vacant/Abandoned Building,17-01234958,3/5/17,Front,,Open,REAR,Vacant,FALSE,FALSE,119,W,109TH,ST,60628,1177408.172,1832677.888,34,5,49,41.69619398,-87.6260601,"(41.696193979087575, -87.6260600986768)"
Vacant/Abandoned Building,17-01233434,3/5/17,Front,,Boarded,,Vacant,FALSE,FALSE,10832,S,WABASH,AVE,60628,1178497.578,1833154.991,9,5,49,41.6974786,-87.62205697,"(41.69747859829196, -87.62205697005902)"
Vacant/Abandoned Building,17-01233455,3/5/17,Front,,Open,,Vacant,FALSE,FALSE,10836,S,WABASH,AVE,60628,1178498.378,1833128.191,9,5,49,41.69740504,-87.62205485,"(41.69740503717052, -87.62205485127099)"
Vacant/Abandoned Building,17-01234920,3/5/17,Front,,Open,ALL OVER,Vacant,FALSE,FALSE,133,W,109TH,ST,60628,1177315.872,1832675.588,34,5,49,41.69618975,-87.62639811,"(41.69618974692298, -87.62639811121336)"
Vacant/Abandoned Building,17-01236015,3/5/17,Front,,Open,,Vacant,TRUE,FALSE,10736,S,PRAIRIE,AVE,60628,1179819.565,1833775.265,9,5,49,41.69915066,-87.61719773,"(41.69915065624273, -87.61719772851828)"
Vacant/Abandoned Building,17-01255598,3/6/17,Front,,Boarded,REAR OF THE HOUSE IS NOT BOARDED,Vacant,TRUE,TRUE,2247,W,71ST,ST,60636,1162532.986,1857540.322,18,8,66,41.76474273,-87.6798328,"(41.76474273489448, -87.67983279604422)"
Vacant/Abandoned Building,17-01245122,3/6/17,Front,,Open,,Vacant,TRUE,FALSE,6500,S,ST LAWRENCE,AVE,60637,1181351.651,1862045.131,20,3,42,41.77669134,-87.61071884,"(41.77669133980479, -87.61071883860845)"
Vacant/Abandoned Building,17-01249025,3/6/17,Front,,Boarded,,Vacant,FALSE,FALSE,717,W,59TH,ST,60621,1172459.65,1865748.822,20,7,68,41.7870551,-87.64320741,"(41.78705510036837, -87.64320740822838)"
Vacant/Abandoned Building,17-01250602,3/6/17,Front,,Open,FRONT DOOR MISSING,Vacant,FALSE,FALSE,6048,S,NORMAL,BLVD,60621,1174000.187,1864714.742,20,7,68,41.7841834,-87.63758966,"(41.784183400056115, -87.63758965500708)"
Vacant/Abandoned Building,17-01249119,3/6/17,Front,,Boarded,,Vacant,FALSE,FALSE,845,W,54TH,ST,60609,1171584.704,1869011.44,20,9,61,41.79602731,-87.64631983,"(41.79602731206688, -87.64631983465382)"
Vacant/Abandoned Building,17-01255686,3/6/17,Front,,Open,FRONT DOOR AND WINDOWS,Vacant,FALSE,TRUE,7342,S,BLACKSTONE,AVE,60619,1187478.286,1856496.45,8,3,43,41.76132181,-87.58843533,"(41.761321812250145, -87.58843532676423)"
Vacant/Abandoned Building,17-01251443,3/6/17,Rear,,Boarded,NONE,Vacant,FALSE,FALSE,2707,W,ADAMS,ST,60612,1158371.585,1898915.935,27,11,27,41.87836825,-87.69395706,"(41.87836825074597, -87.69395706436143)"
Vacant/Abandoned Building,17-01252777,3/6/17,Front,,Open,FRONT DOOR,Vacant,FALSE,TRUE,7629,S,KINGSTON,AVE,60649,1194517.476,1854869.733,7,4,43,41.75668781,-87.56269002,"(41.756687813484675, -87.56269001851341)"
Vacant/Abandoned Building,17-01268494,3/7/17,Front,,Open,FRONT WINDOWS,Vacant,FALSE,FALSE,1301,S,HEATH,AVE,60608,1161021.59,1893996.824,28,12,28,41.86481517,-87.68436337,"(41.864815165974605, -87.68436337133993)"
Vacant/Abandoned Building,17-01270404,3/7/17,Rear,,Open,REAR,Vacant,TRUE,FALSE,5429,S,WINCHESTER,AVE,60609,1164278.577,1868670.043,16,9,61,41.79524758,-87.6731215,"(41.79524758174542, -87.67312149572605)"
Vacant/Abandoned Building,17-01274593,3/7/17,Front,,Open,FRONT,Vacant,FALSE,FALSE,1222,W,72ND,PL,60636,1169379.793,1856709.29,6,7,67,41.76231679,-87.65476136,"(41.762316791460755, -87.65476135743857)"
Vacant/Abandoned Building,17-01265000,3/7/17,,,,,,,,7544,S,EGGLESTON,AVE,60620,1174600.212,1854903.759,6,6,69,41.7572476,-87.63568153,"(41.75724759729371, -87.63568152715143)"
Vacant/Abandoned Building,17-01273704,3/7/17,Front,,Boarded,N/A,Vacant,FALSE,FALSE,5005,S,ELIZABETH,ST,60609,1168837.81,1871589.783,20,9,61,41.80316237,-87.65631838,"(41.803162374959854, -87.65631838235922)"
Vacant/Abandoned Building,17-01280083,3/7/17,Front,,Open,SIDE,Vacant,FALSE,FALSE,1030,W,104TH,PL,60643,1171297.897,1835521.45,34,22,73,41.70413266,-87.64834928,"(41.70413266481273, -87.64834927877618)"
Vacant/Abandoned Building,17-01267720,3/7/17,Front,,Open,FRONT/REAR DOOR-MISSING,Vacant,FALSE,TRUE,5351,S,PEORIA,ST,60609,1171212.74,1869233.068,20,9,61,41.79664363,-87.64767736,"(41.79664363243668, -87.64767736399192)"
Vacant/Abandoned Building,17-01273638,3/7/17,Rear,,Boarded,,Vacant,FALSE,FALSE,8913,S,NORMAL,AVE,60620,1174527.337,1845835.696,21,22,71,41.7323653,-87.63621783,"(41.7323653029056, -87.63621783108337)"
Vacant/Abandoned Building,17-01279904,3/7/17,Front,,Open,REAR,Vacant,FALSE,FALSE,7741,S,HOYNE,AVE,60620,1163708.876,1853286.297,18,6,71,41.75304449,-87.67564202,"(41.753044486622215, -87.67564202390682)"
Vacant/Abandoned Building,17-01270180,3/7/17,,,,,,,,9924,S,MORGAN,ST,60643,1171400.37,1839009.7,34,22,73,41.71370271,-87.64787236,"(41.713702712827164, -87.6478723600792)"
Vacant/Abandoned Building,17-01264540,3/7/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,4234,S,DREXEL,BLVD,60653,1182890.339,1876958.167,4,2,36,41.81757833,-87.60461468,"(41.81757833476708, -87.60461468061217)"
Vacant/Abandoned Building,17-01272984,3/7/17,Front,,Boarded,,Vacant,FALSE,FALSE,229,W,110TH,PL,60628,1176715.101,1831664.908,34,5,49,41.6934298,-87.62862803,"(41.69342980118241, -87.6286280251961)"
Vacant/Abandoned Building,17-01267097,3/7/17,Front,,Open,FRONT AND BACK,Vacant,FALSE,TRUE,9723,S,MERRILL,AVE,60617,1192376.94,1840911.117,7,4,51,41.71843646,-87.57098768,"(41.71843645702715, -87.57098768341808)"
Vacant/Abandoned Building,17-01270179,3/7/17,,,,,,,,9956,S,PARNELL,AVE,60628,1174387.254,1838869.028,9,22,73,41.71325092,-87.63693747,"(41.71325091623401, -87.63693747325561)"
Vacant/Abandoned Building,17-01271068,3/7/17,,,,,,,,1916,S,SAWYER,AVE,60623,1154999.046,1890416.561,24,10,29,41.85511333,-87.70656819,"(41.8551133289699, -87.70656819151311)"
Vacant/Abandoned Building,17-01275946,3/7/17,Front,,Open,,Vacant,FALSE,FALSE,3563,W,CORTLAND,ST,60647,1152354.52,1912395.357,1,14,22,41.91547798,-87.71569422,"(41.91547798463339, -87.71569422349496)"
Vacant/Abandoned Building,17-01267519,3/7/17,Front,,Open,,Vacant,FALSE,TRUE,5333,S,HARLEM,AVE,60638,1129245.124,1868252.74,23,8,56,41.79476892,-87.80160181,"(41.79476892009159, -87.80160181007675)"
Vacant/Abandoned Building,17-01289702,3/8/17,Front,,Open,FRONT DOOR AND FRONT WINDOWS OPEN,Vacant,FALSE,FALSE,6562,S,ROSS,AVE,60621,1175956.419,1861474.297,20,7,68,41.77524761,-87.6305145,"(41.77524761225995, -87.63051449709816)"
Vacant/Abandoned Building,17-01280472,3/8/17,Front,,Open,,Vacant,FALSE,FALSE,3500,W,WALNUT,ST,60624,1153009.203,1901464.77,28,11,27,41.88547045,-87.71357907,"(41.885470453217216, -87.71357907070485)"
Vacant/Abandoned Building,17-01280474,3/8/17,Front,,Open,REAR,Vacant,FALSE,FALSE,3504,W,WALNUT,ST,60624,1152982.203,1901465.87,28,11,27,41.88547401,-87.71367819,"(41.88547400677216, -87.71367819121359)"
Vacant/Abandoned Building,17-01282701,3/8/17,Front,,Boarded,,Vacant,FALSE,FALSE,1158,S,RACINE,AVE,60607,1168551.045,1894989.357,28,12,28,41.86737924,-87.65669408,"(41.86737923972633, -87.65669407970934)"
Vacant/Abandoned Building,17-01291284,3/8/17,Rear,,Open,REAR,Vacant,FALSE,TRUE,7740,S,DR MARTIN LUTHER KING JR,DR,60619,1180246.441,1853776.988,6,6,69,41.7540281,-87.61502358,"(41.754028102514305, -87.61502357867818)"
Vacant/Abandoned Building,17-01294000,3/8/17,Front,,Open,"FRONT, REAR AND SIDE",Vacant,FALSE,TRUE,7035,S,MAY,ST,60621,1169867.633,1858146.067,6,7,68,41.76624892,-87.6529317,"(41.76624891518887, -87.65293170031138)"
Vacant/Abandoned Building,17-01280489,3/8/17,Front,,Open,REAR,Vacant,FALSE,FALSE,3506,W,WALNUT,ST,60624,1152968.603,1901466.47,28,11,27,41.88547592,-87.71372812,"(41.88547592270402, -87.7137281173678)"
